1	000000000000001
3	000000000000003
32	000000000000032
729	000000000000729
16807	000000000016807
64	000000000000064
1	000000000000001
729	000000000000729
1	000000000000001
343	000000000000343
0	000000000000000
343	000000000000343
1024	000000000001024
729	000000000000729
27	000000000000027
46656	000000000046656
1953125	000000001953125
2097152	000000002097152
78125	000000000078125
81	000000000000081
1024	000000000001024
0	000000000000000
4096	000000000004096
16384	000000000016384
16	000000000000016
1	000000000000001
1	000000000000001
1	000000000000001
1	000000000000001
6	000000000000006
1296	000000000001296
7	000000000000007
2187	000000000002187
1	000000000000001
16	000000000000016
6	000000000000006
4782969	000000004782969
16807	000000000016807
125	000000000000125
2	000000000000002
3125	000000000003125
512	000000000000512
1953125	000000001953125
216	000000000000216
16	000000000000016
1679616	000000001679616
32768	000000000032768
729	000000000000729
1	000000000000001
16384	000000000016384
1	000000000000001
512	000000000000512
4782969	000000004782969
262144	000000000262144
1	000000000000001
16777216	000000016777216
1679616	000000001679616
16	000000000000016
1	000000000000001
9	000000000000009
1024	000000000001024
1	000000000000001
0	000000000000000
125	000000000000125
3	000000000000003
6561	000000000006561
2	000000000000002
1	000000000000001
1	000000000000001
0	000000000000000
6561	000000000006561
4	000000000000004
46656	000000000046656
3125	000000000003125
4096	000000000004096
81	000000000000081
1	000000000000001
16	000000000000016
9	000000000000009
823543	000000000823543
1	000000000000001
823543	000000000823543
1	000000000000001
1	000000000000001
2	000000000000002
1	000000000000001
1	000000000000001
387420489	000000387420489
4096	000000000004096
16	000000000000016
1	000000000000001
2401	000000000002401
6	000000000000006
10077696	000000010077696
81	000000000000081
134217728	000000134217728
7776	000000000007776
1	000000000000001
279936	000000000279936
1	000000000000001
1	000000000000001
8	000000000000008
2097152	000000002097152
16	000000000000016
19683	000000000019683
46656	000000000046656
1024	000000000001024
1	000000000000001
40353607	000000040353607
4	000000000000004
1	000000000000001
9	000000000000009
1	000000000000001
256	000000000000256
2401	000000000002401
1	000000000000001
256	000000000000256
9	000000000000009
1	000000000000001
279936	000000000279936
3125	000000000003125
19683	000000000019683
64	000000000000064
0	000000000000000
36	000000000000036
4	000000000000004
16384	000000000016384
25	000000000000025
1	000000000000001
134217728	000000134217728
7776	000000000007776
1	000000000000001
81	000000000000081
125	000000000000125
512	000000000000512
0	000000000000000
0	000000000000000
27	000000000000027
0	000000000000000
4096	000000000004096
1	000000000000001
729	000000000000729
0	000000000000000
134217728	000000134217728
531441	000000000531441
32768	000000000032768
1	000000000000001
343	000000000000343
4	000000000000004
1	000000000000001
262144	000000000262144
1679616	000000001679616
1	000000000000001
1	000000000000001
1679616	000000001679616
4782969	000000004782969
8	000000000000008
0	000000000000000
16777216	000000016777216
2097152	000000002097152
5764801	000000005764801
1	000000000000001
10077696	000000010077696
6561	000000000006561
4	000000000000004
0	000000000000000
117649	000000000117649
512	000000000000512
6561	000000000006561
32	000000000000032
16	000000000000016
16	000000000000016
2187	000000000002187
1	000000000000001
7	000000000000007
0	000000000000000
6561	000000000006561
78125	000000000078125
1	000000000000001
7	000000000000007
1	000000000000001
19683	000000000019683
262144	000000000262144
0	000000000000000
8	000000000000008
15625	000000000015625
1	000000000000001
0	000000000000000
7	000000000000007
625	000000000000625
16384	000000000016384
531441	000000000531441
1	000000000000001
390625	000000000390625
7776	000000000007776
1	000000000000001
125	000000000000125
0	000000000000000
1	000000000000001
1	000000000000001
823543	000000000823543
81	000000000000081
6561	000000000006561
46656	000000000046656
343	000000000000343
0	000000000000000
0	000000000000000
0	000000000000000
59049	000000000059049
64	000000000000064
4	000000000000004
10077696	000000010077696
390625	000000000390625
19683	000000000019683
729	000000000000729
1	000000000000001
1	000000000000001
2401	000000000002401
1024	000000000001024
2	000000000000002
59049	000000000059049
5	000000000000005
279936	000000000279936
390625	000000000390625
78125	000000000078125
16384	000000000016384
81	000000000000081
117649	000000000117649
9	000000000000009
5764801	000000005764801
0	000000000000000
0	000000000000000
16384	000000000016384
1	000000000000001
2187	000000000002187
1	000000000000001
512	000000000000512
1	000000000000001
64	000000000000064
512	000000000000512
6561	000000000006561
1	000000000000001
1	000000000000001
2401	000000000002401
256	000000000000256
16	000000000000016
0	000000000000000
16	000000000000016
128	000000000000128
16384	000000000016384
65536	000000000065536
6561	000000000006561
1	000000000000001
2097152	000000002097152
19683	000000000019683
1	000000000000001
81	000000000000081
625	000000000000625
36	000000000000036
1	000000000000001
64	000000000000064
262144	000000000262144
823543	000000000823543
5	000000000000005
1	000000000000001
1	000000000000001
0	000000000000000
8	000000000000008
390625	000000000390625
16777216	000000016777216
7	000000000000007
27	000000000000027
5764801	000000005764801
343	000000000000343
256	000000000000256
9	000000000000009
1	000000000000001
1	000000000000001
387420489	000000387420489
32	000000000000032
1	000000000000001
7	000000000000007
16807	000000000016807
8	000000000000008
25	000000000000025
27	000000000000027
4096	000000000004096
8	000000000000008
7776	000000000007776
5764801	000000005764801
25	000000000000025
1	000000000000001
16	000000000000016
729	000000000000729
81	000000000000081
262144	000000000262144
32768	000000000032768
117649	000000000117649
2	000000000000002
1	000000000000001
4096	000000000004096
1	000000000000001
27	000000000000027
3	000000000000003
1	000000000000001
0	000000000000000
27	000000000000027
16384	000000000016384
59049	000000000059049
1	000000000000001
387420489	000000387420489
1	000000000000001
7	000000000000007
6	000000000000006
262144	000000000262144
1	000000000000001
15625	000000000015625
1	000000000000001
6561	000000000006561
1	000000000000001
1296	000000000001296
10077696	000000010077696
81	000000000000081
5764801	000000005764801
5764801	000000005764801
1953125	000000001953125
387420489	000000387420489
117649	000000000117649
32	000000000000032
262144	000000000262144
262144	000000000262144
40353607	000000040353607
10077696	000000010077696
0	000000000000000
25	000000000000025
49	000000000000049
32768	000000000032768
1	000000000000001
1	000000000000001
823543	000000000823543
0	000000000000000
1	000000000000001
64	000000000000064
262144	000000000262144
16777216	000000016777216
16	000000000000016
0	000000000000000
6561	000000000006561
1	000000000000001
15625	000000000015625
729	000000000000729
2097152	000000002097152
64	000000000000064
65536	000000000065536
16	000000000000016
3125	000000000003125
7	000000000000007
7	000000000000007
279936	000000000279936
531441	000000000531441
6	000000000000006
0	000000000000000
243	000000000000243
4096	000000000004096
1	000000000000001
4	000000000000004
64	000000000000064
0	000000000000000
15625	000000000015625
5	000000000000005
1	000000000000001
279936	000000000279936
243	000000000000243
0	000000000000000
19683	000000000019683
9	000000000000009
19683	000000000019683
5764801	000000005764801
216	000000000000216
262144	000000000262144
46656	000000000046656
8	000000000000008
81	000000000000081
262144	000000000262144
0	000000000000000
8	000000000000008
117649	000000000117649
1	000000000000001
8	000000000000008
2187	000000000002187
16	000000000000016
2097152	000000002097152
2187	000000000002187
5	000000000000005
2	000000000000002
1	000000000000001
0	000000000000000
1	000000000000001
7	000000000000007
2097152	000000002097152
46656	000000000046656
512	000000000000512
4	000000000000004
15625	000000000015625
1	000000000000001
390625	000000000390625
32	000000000000032
2097152	000000002097152
32	000000000000032
531441	000000000531441
1	000000000000001
78125	000000000078125
390625	000000000390625
64	000000000000064
0	000000000000000
1	000000000000001
16	000000000000016
512	000000000000512
19683	000000000019683
823543	000000000823543
0	000000000000000
2401	000000000002401
32768	000000000032768
8	000000000000008
1	000000000000001
43046721	000000043046721
15625	000000000015625
49	000000000000049
3125	000000000003125
7776	000000000007776
16384	000000000016384
6561	000000000006561
4782969	000000004782969
2401	000000000002401
16807	000000000016807
19683	000000000019683
0	000000000000000
1	000000000000001
2097152	000000002097152
19683	000000000019683
0	000000000000000
4782969	000000004782969
1	000000000000001
531441	000000000531441
1024	000000000001024
6561	000000000006561
1953125	000000001953125
262144	000000000262144
262144	000000000262144
1	000000000000001
729	000000000000729
216	000000000000216
1	000000000000001
390625	000000000390625
387420489	000000387420489
49	000000000000049
262144	000000000262144
4782969	000000004782969
7	000000000000007
64	000000000000064
10077696	000000010077696
3	000000000000003
64	000000000000064
2097152	000000002097152
0	000000000000000
1024	000000000001024
343	000000000000343
2097152	000000002097152
27	000000000000027
25	000000000000025
256	000000000000256
1	000000000000001
15625	000000000015625
32768	000000000032768
49	000000000000049
32768	000000000032768
81	000000000000081
49	000000000000049
279936	000000000279936
1	000000000000001
0	000000000000000
19683	000000000019683
0	000000000000000
32768	000000000032768
32768	000000000032768
0	000000000000000
0	000000000000000
78125	000000000078125
8	000000000000008
2	000000000000002
343	000000000000343
7	000000000000007
117649	000000000117649
3125	000000000003125
390625	000000000390625
243	000000000000243
390625	000000000390625
1679616	000000001679616
1	000000000000001
5	000000000000005
0	000000000000000
36	000000000000036
4	000000000000004
0	000000000000000
2401	000000000002401
0	000000000000000
823543	000000000823543
1296	000000000001296
27	000000000000027
1	000000000000001
1	000000000000001
390625	000000000390625
64	000000000000064
2097152	000000002097152
4096	000000000004096
1	000000000000001
4782969	000000004782969
27	000000000000027
1	000000000000001
0	000000000000000
1	000000000000001
16384	000000000016384
81	000000000000081
256	000000000000256
16807	000000000016807
65536	000000000065536
4	000000000000004
16777216	000000016777216
16384	000000000016384
32768	000000000032768
1	000000000000001
1	000000000000001
134217728	000000134217728
1	000000000000001
390625	000000000390625
4782969	000000004782969
0	000000000000000
262144	000000000262144
1	000000000000001
729	000000000000729
2097152	000000002097152
36	000000000000036
0	000000000000000
16	000000000000016
1	000000000000001
531441	000000000531441
1	000000000000001
1	000000000000001
16807	000000000016807
0	000000000000000
19683	000000000019683
1	000000000000001
279936	000000000279936
1024	000000000001024
2097152	000000002097152
729	000000000000729
6	000000000000006
0	000000000000000
49	000000000000049
8	000000000000008
81	000000000000081
6561	000000000006561
1	000000000000001
1	000000000000001
729	000000000000729
1679616	000000001679616
40353607	000000040353607
27	000000000000027
823543	000000000823543
0	000000000000000
1024	000000000001024
9	000000000000009
216	000000000000216
0	000000000000000
3125	000000000003125
1	000000000000001
1	000000000000001
2401	000000000002401
7	000000000000007
25	000000000000025
0	000000000000000
2187	000000000002187
729	000000000000729
1	000000000000001
64	000000000000064
1	000000000000001
81	000000000000081
243	000000000000243
16807	000000000016807
1	000000000000001
1	000000000000001
343	000000000000343
1	000000000000001
1	000000000000001
16807	000000000016807
16384	000000000016384
2097152	000000002097152
125	000000000000125
4096	000000000004096
1	000000000000001
81	000000000000081
1	000000000000001
7776	000000000007776
7776	000000000007776
19683	000000000019683
0	000000000000000
128	000000000000128
729	000000000000729
2187	000000000002187
1	000000000000001
128	000000000000128
64	000000000000064
343	000000000000343
216	000000000000216
1	000000000000001
9	000000000000009
7776	000000000007776
9	000000000000009
3	000000000000003
0	000000000000000
1	000000000000001
1	000000000000001
81	000000000000081
49	000000000000049
81	000000000000081
64	000000000000064
0	000000000000000
10077696	000000010077696
81	000000000000081
1	000000000000001
78125	000000000078125
5	000000000000005
1	000000000000001
279936	000000000279936
1	000000000000001
27	000000000000027
2097152	000000002097152
134217728	000000134217728
59049	000000000059049
3	000000000000003
2097152	000000002097152
1	000000000000001
4	000000000000004
1	000000000000001
216	000000000000216
16	000000000000016
2	000000000000002
81	000000000000081
1	000000000000001
256	000000000000256
823543	000000000823543
59049	000000000059049
279936	000000000279936
4096	000000000004096
78125	000000000078125
59049	000000000059049
16807	000000000016807
40353607	000000040353607
16777216	000000016777216
64	000000000000064
729	000000000000729
32768	000000000032768
6561	000000000006561
1	000000000000001
3125	000000000003125
7776	000000000007776
729	000000000000729
0	000000000000000
2187	000000000002187
1	000000000000001
46656	000000000046656
125	000000000000125
256	000000000000256
